1.820000000000000000e+02,-5.200000000000000000e+01
2.880000000000000000e+02,-1.400000000000000000e+02
3.540000000000000000e+02,-4.800000000000000000e+01
2.780000000000000000e+02,1.000000000000000000e+01
1.500000000000000000e+02,-4.000000000000000000e+00
2.200000000000000000e+01,7.200000000000000000e+01
-5.000000000000000000e+01,1.420000000000000000e+02
5.000000000000000000e+01,1.920000000000000000e+02
-5.600000000000000000e+01,2.860000000000000000e+02
0.000000000000000000e+00,2.360000000000000000e+02
-1.200000000000000000e+01,1.080000000000000000e+02
-8.800000000000000000e+01,-2.000000000000000000e+01
-1.300000000000000000e+02,-4.400000000000000000e+01
-1.260000000000000000e+02,-5.000000000000000000e+01
-1.580000000000000000e+02,-4.400000000000000000e+01
-1.400000000000000000e+02,-5.400000000000000000e+01
-1.280000000000000000e+02,-5.600000000000000000e+01
-2.120000000000000000e+02,-5.600000000000000000e+01
-1.920000000000000000e+02,-5.800000000000000000e+01
-2.200000000000000000e+02,-6.400000000000000000e+01
-2.120000000000000000e+02,-5.000000000000000000e+01
-1.740000000000000000e+02,-7.000000000000000000e+01
-2.500000000000000000e+02,-7.200000000000000000e+01
-2.440000000000000000e+02,-8.000000000000000000e+01
-2.180000000000000000e+02,-7.800000000000000000e+01
-2.400000000000000000e+02,-7.800000000000000000e+01
-2.100000000000000000e+02,-9.800000000000000000e+01
-2.140000000000000000e+02,-1.040000000000000000e+02
-2.260000000000000000e+02,-1.080000000000000000e+02
-1.820000000000000000e+02,-1.040000000000000000e+02
-1.400000000000000000e+02,-1.080000000000000000e+02
-9.800000000000000000e+01,-9.800000000000000000e+01
-6.400000000000000000e+01,-1.040000000000000000e+02
-3.800000000000000000e+01,-9.400000000000000000e+01
1.000000000000000000e+01,-7.400000000000000000e+01
2.800000000000000000e+01,-7.000000000000000000e+01
7.400000000000000000e+01,-7.000000000000000000e+01
8.200000000000000000e+01,-5.200000000000000000e+01
1.100000000000000000e+02,-4.200000000000000000e+01
1.060000000000000000e+02,-3.600000000000000000e+01
1.140000000000000000e+02,-1.800000000000000000e+01
1.300000000000000000e+02,-2.000000000000000000e+01
1.320000000000000000e+02,-3.400000000000000000e+01
1.100000000000000000e+02,-1.200000000000000000e+01
1.080000000000000000e+02,-2.000000000000000000e+01
9.400000000000000000e+01,-1.600000000000000000e+01
8.000000000000000000e+01,-1.200000000000000000e+01
9.000000000000000000e+01,-1.000000000000000000e+01
8.400000000000000000e+01,-1.000000000000000000e+01
1.080000000000000000e+02,-8.000000000000000000e+00
1.080000000000000000e+02,-6.000000000000000000e+00
1.160000000000000000e+02,-8.000000000000000000e+00
1.240000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+02,-8.000000000000000000e+00
1.280000000000000000e+02,-1.200000000000000000e+01
1.400000000000000000e+02,-1.800000000000000000e+01
1.180000000000000000e+02,-2.000000000000000000e+00
1.940000000000000000e+02,-4.000000000000000000e+00
1.880000000000000000e+02,-4.000000000000000000e+00
7.600000000000000000e+01,-4.000000000000000000e+01
-5.200000000000000000e+01,-9.000000000000000000e+01
-1.800000000000000000e+02,-2.180000000000000000e+02
