timestamp,value,label
1396466700.0,0.068,0
1396467000.0,0.102,0
1396467300.0,0.1,0
1396467600.0,0.098,0
1396467900.0,0.102,0
1396468200.0,0.2,0
1396468500.0,0.1,0
1396468800.0,29.138,0
1396469100.0,92.358,0
1396469400.0,89.306,0
1396469700.0,89.81,0
1396470000.0,20.24,0
1396470300.0,0.1,0
1396470600.0,0.102,0
1396470900.0,0.102,0
1396471200.0,0.066,0
1396471500.0,0.098,0
1396471800.0,0.1,0
1396472100.0,0.102,0
1396472400.0,0.098,0
1396472700.0,0.098,0
1396473000.0,0.066,0
1396473300.0,0.098,0
1396473600.0,0.102,0
1396473900.0,0.068,0
1396474200.0,0.1,0
1396474500.0,0.102,0
1396474800.0,0.1,0
1396475100.0,0.102,0
1396475400.0,0.068,0
1396475700.0,0.1,0
1396476000.0,0.102,0
1396476300.0,73.17,0
1396476600.0,84.05,0
1396476900.0,94.87,0
1396477200.0,68.828,0
1396477500.0,0.102,0
1396477800.0,0.066,0
1396478100.0,0.1,0
1396478400.0,8.1,0
1396478700.0,94.504,0
1396479000.0,0.136,0
1396479300.0,0.068,0
1396479600.0,0.102,0
1396479900.0,0.102,0
1396480200.0,0.098,0
1396480500.0,95.16,0
1396480800.0,7.532,0
1396481100.0,76.472,0
1396481400.0,86.22200000000002,0
1396481700.0,94.076,0
1396482000.0,64.882,0
1396482300.0,0.102,0
1396482600.0,0.066,0
1396482900.0,0.102,0
1396483200.0,0.1,0
1396483500.0,0.1,0
1396483800.0,9.866,0
1396484100.0,0.1,0
1396484400.0,0.1,0
1396484700.0,0.068,0
1396485000.0,0.1,0
1396485300.0,0.066,0
1396485600.0,0.1,0
1396485900.0,0.1,0
1396486200.0,0.102,0
1396486500.0,0.068,0
1396486800.0,0.102,0
1396487100.0,0.102,0
1396487400.0,0.068,0
1396487700.0,0.098,0
1396488000.0,0.102,0
1396488300.0,0.1,0
1396488600.0,0.102,0
1396488900.0,0.066,0
1396489200.0,0.102,0
1396489500.0,0.102,0
1396489800.0,0.068,0
1396490100.0,0.1,0
1396490400.0,0.102,0
1396490700.0,0.102,0
1396491000.0,0.102,0
1396491300.0,0.068,0
1396491600.0,0.1,0
1396491900.0,34.431999999999995,0
1396492200.0,92.866,0
1396492500.0,91.156,0
1396492800.0,89.1,0
1396493100.0,15.3,0
1396493400.0,0.1,0
1396493700.0,0.234,0
1396494000.0,1.068,0
1396494300.0,97.77,0
1396494600.0,80.834,0
1396494900.0,93.612,0
1396495200.0,51.61,0
1396495500.0,0.068,0
1396495800.0,63.90600000000001,0
1396496100.0,83.068,0
1396496400.0,97.164,0
1396496700.0,74.748,0
1396497000.0,6.166,0
1396497300.0,0.102,0
1396497600.0,0.066,0
1396497900.0,0.1,0
1396498200.0,0.098,0
1396498500.0,0.068,0
1396498800.0,0.102,0
1396499100.0,0.102,0
1396499400.0,0.102,0
1396499700.0,0.1,0
1396500000.0,0.068,0
1396500300.0,0.098,0
1396500600.0,0.1,0
1396500900.0,0.1,0
1396501200.0,0.102,0
1396501500.0,0.098,0
1396501800.0,0.102,0
1396502100.0,9.904,0
1396502400.0,0.102,0
1396502700.0,0.1,0
1396503000.0,0.1,0
1396503300.0,0.068,0
1396503600.0,55.354,0
1396503900.0,87.164,0
1396504200.0,97.528,0
1396504500.0,76.988,0
1396504800.0,8.372,0
1396505100.0,0.068,0
1396505400.0,0.102,0
1396505700.0,0.1,0
1396506000.0,0.066,0
1396506300.0,0.1,0
1396506600.0,0.102,0
1396506900.0,0.068,0
1396507200.0,0.1,0
1396507500.0,0.102,0
1396507800.0,0.068,0
1396508100.0,0.1,0
1396508400.0,0.1,0
1396508700.0,0.102,0
1396509000.0,0.1,0
1396509300.0,0.066,0
1396509600.0,0.1,0
1396509900.0,0.1,0
1396510200.0,0.068,0
1396510500.0,0.1,0
1396510800.0,0.1,0
1396511100.0,0.068,0
1396511400.0,0.1,0
1396511700.0,0.068,0
1396512000.0,0.1,0
1396512300.0,0.066,0
1396512600.0,0.102,0
1396512900.0,0.102,0
1396513200.0,0.068,0
1396513500.0,0.1,0
1396513800.0,0.102,0
1396514100.0,0.068,0
1396514400.0,0.102,0
1396514700.0,0.066,0
1396515000.0,0.102,0
1396515300.0,0.102,0
1396515600.0,0.066,0
1396515900.0,0.102,0
1396516200.0,0.068,0
1396516500.0,0.1,0
1396516800.0,0.1,0
1396517100.0,0.068,0
1396517400.0,0.102,0
1396517700.0,0.066,0
1396518000.0,0.102,0
1396518300.0,0.1,0
1396518600.0,0.068,0
1396518900.0,0.102,0
1396519200.0,0.102,0
1396519500.0,0.068,0
1396519800.0,27.704,0
1396520100.0,59.966,0
1396520400.0,0.102,0
1396520700.0,0.1,0
1396521000.0,0.1,0
1396521300.0,0.068,0
1396521600.0,0.102,0
1396521900.0,0.102,0
1396522200.0,0.068,0
1396522500.0,0.102,0
1396522800.0,14.566,0
1396523100.0,92.904,0
1396523400.0,88.82600000000002,0
1396523700.0,91.586,0
1396524000.0,36.096,0
1396524300.0,0.102,0
1396524600.0,0.068,0
1396524900.0,41.698,0
1396525200.0,89.448,0
1396525500.0,94.734,0
1396525800.0,84.742,0
1396526100.0,13.874,0
1396526400.0,0.1,0
1396526700.0,0.068,0
1396527000.0,0.098,0
1396527300.0,0.1,0
1396527600.0,0.134,0
1396527900.0,0.066,0
1396528200.0,0.1,0
1396528500.0,0.102,0
1396528800.0,0.1,0
1396529100.0,0.066,0
1396529400.0,0.102,0
1396529700.0,0.1,0
1396530000.0,85.03399999999998,0
1396530300.0,85.18799999999997,0
1396530600.0,92.804,0
1396530900.0,63.374,0
1396531200.0,0.102,0
1396531500.0,0.1,0
1396531800.0,0.068,0
1396532100.0,0.1,0
1396532400.0,0.1,0
1396532700.0,0.102,0
1396533000.0,81.764,0
1396533300.0,83.39200000000002,0
1396533600.0,94.176,0
1396533900.0,68.884,0
1396534200.0,0.1,0
1396534500.0,0.102,0
1396534800.0,0.066,0
1396535100.0,0.102,0
1396535400.0,0.102,0
1396535700.0,0.1,0
1396536000.0,0.1,0
1396536300.0,0.068,0
1396536600.0,0.102,0
1396536900.0,0.068,0
1396537200.0,0.268,0
1396537500.0,0.1,0
1396537800.0,0.1,0
1396538100.0,0.102,0
1396538400.0,0.068,0
1396538700.0,0.102,0
1396539000.0,0.1,0
1396539300.0,0.068,0
1396539600.0,0.102,0
1396539900.0,0.102,0
1396540200.0,0.068,0
1396540500.0,0.1,0
1396540800.0,0.068,0
1396541100.0,0.1,0
1396541400.0,0.1,0
1396541700.0,0.068,0
1396542000.0,0.1,0
1396542300.0,0.068,0
1396542600.0,0.1,0
1396542900.0,0.102,0
1396543200.0,0.068,0
1396543500.0,0.102,0
1396543800.0,0.1,0
1396544100.0,0.068,0
1396544400.0,0.102,0
1396544700.0,0.098,0
1396545000.0,0.068,0
1396545300.0,0.1,0
1396545600.0,0.1,0
1396545900.0,0.066,0
1396546200.0,0.102,0
1396546500.0,0.068,0
1396546800.0,0.1,0
1396547100.0,0.102,0
1396547400.0,0.068,0
1396547700.0,0.102,0
1396548000.0,0.066,0
1396548300.0,0.098,0
1396548600.0,0.102,0
1396548900.0,0.068,0
1396549200.0,0.1,0
1396549500.0,0.1,0
1396549800.0,0.066,0
1396550100.0,0.102,0
1396550400.0,0.1,0
1396550700.0,0.068,0
1396551000.0,0.1,0
1396551300.0,0.098,0
1396551600.0,0.066,0
1396551900.0,0.102,0
1396552200.0,0.1,0
1396552500.0,0.1,0
1396552800.0,0.066,0
1396553100.0,0.102,0
1396553400.0,0.1,0
1396553700.0,0.068,0
1396554000.0,0.1,0
1396554300.0,0.102,0
1396554600.0,0.098,0
1396554900.0,0.068,0
1396555200.0,0.1,0
1396555500.0,0.1,0
1396555800.0,0.066,0
1396556100.0,0.098,0
1396556400.0,0.102,0
1396556700.0,0.068,0
1396557000.0,0.1,0
1396557300.0,0.1,0
1396557600.0,0.068,0
1396557900.0,0.1,0
1396558200.0,0.1,0
1396558500.0,0.066,0
1396558800.0,0.102,0
1396559100.0,0.102,0
1396559400.0,0.068,0
1396559700.0,0.102,0
1396560000.0,0.098,0
1396560300.0,0.064,0
1396560600.0,0.102,0
1396560900.0,70.074,0
1396561200.0,84.448,0
1396561500.0,96.396,0
1396561800.0,71.288,0
1396562100.0,4.3039999999999985,0
1396562400.0,0.1,0
1396562700.0,82.352,0
1396563000.0,85.35,0
1396563300.0,92.738,0
1396563600.0,66.72800000000001,0
1396563900.0,0.102,0
1396564200.0,0.098,0
1396564500.0,0.102,0
1396564800.0,0.102,0
1396565100.0,0.068,0
1396565400.0,0.1,0
1396565700.0,0.098,0
1396566000.0,0.1,0
1396566300.0,0.066,0
1396566600.0,0.1,0
1396566900.0,0.304,0
1396567200.0,0.098,0
1396567500.0,0.098,0
