timestamp,value,label
1389852000.0,33.5573,0
1389852300.0,33.446,0
1389852600.0,33.4447,0
1389852900.0,33.3333,0
1389853200.0,33.4447,0
1389853500.0,33.4447,0
1389853800.0,33.446,0
1389854100.0,33.4427,0
1389854400.0,33.3333,0
1389854700.0,33.554,0
1389855000.0,33.3333,0
1389855300.0,33.4427,0
1389855600.0,33.4427,0
1389855900.0,33.5573,0
1389856200.0,33.3333,0
1389856500.0,33.4447,0
1389856800.0,33.446,0
1389857100.0,33.3333,0
1389857400.0,33.5553,0
1389857700.0,33.3333,0
1389858000.0,33.6647,0
1389858300.0,33.3333,0
1389858600.0,33.3333,0
1389858900.0,33.5587,0
1389859200.0,33.5587,0
1389859500.0,33.3333,0
1389859800.0,33.4447,0
1389860100.0,33.4427,0
1389860400.0,33.3333,0
1389860700.0,33.554,0
1389861000.0,33.3333,0
1389861300.0,33.4447,0
1389861600.0,33.4447,0
1389861900.0,33.446,0
1389862200.0,33.4427,0
1389862500.0,33.3333,0
1389862800.0,33.5587,0
1389863100.0,35.222,0
1389863400.0,33.3333,0
1389863700.0,33.3333,0
1389864000.0,33.5553,0
1389864300.0,33.3333,0
1389864600.0,35.2507,0
1389864900.0,33.3333,0
1389865200.0,33.4447,0
1389865500.0,33.4447,0
1389865800.0,33.4447,0
1389866100.0,33.4447,0
1389866400.0,33.554,0
1389866700.0,33.3333,0
1389867000.0,33.4427,0
1389867300.0,33.4447,0
1389867600.0,33.5573,0
1389867900.0,33.3333,0
1389868200.0,33.4427,0
1389868500.0,33.4447,0
1389868800.0,33.4427,0
1389869100.0,33.446,0
1389869400.0,33.3333,0
1389869700.0,33.4427,0
1389870000.0,33.4427,0
1389870300.0,33.5573,0
1389870600.0,33.3333,0
1389870900.0,33.446,0
1389871200.0,33.446,0
1389871500.0,33.4447,0
1389871800.0,33.446,0
1389872100.0,33.3333,0
1389872400.0,33.554,0
1389872700.0,33.3333,0
1389873000.0,33.5553,0
1389873300.0,33.3333,0
1389873600.0,33.554,0
1389873900.0,33.3333,0
1389874200.0,33.5553,0
1389874500.0,33.3333,0
1389874800.0,33.3333,0
1389875100.0,33.5553,0
1389875400.0,33.3333,0
1389875700.0,33.4447,0
1389876000.0,33.4427,0
1389876300.0,33.4447,0
1389876600.0,33.446,0
1389876900.0,33.3333,0
1389877200.0,33.556,0
1389877500.0,33.446,0
1389877800.0,33.4447,0
1389878100.0,33.3333,0
1389878400.0,33.446,0
1389878700.0,33.4427,0
1389879000.0,33.4447,0
1389879300.0,33.446,0
1389879600.0,33.446,0
1389879900.0,33.3333,0
1389880200.0,33.554,0
1389880500.0,33.3333,0
1389880800.0,33.5553,0
1389881100.0,33.4447,0
1389881400.0,33.5573,0
1389881700.0,33.3333,0
1389882000.0,33.4447,0
1389882300.0,33.4427,0
1389882600.0,33.3333,0
1389882900.0,33.556,0
1389883200.0,33.3333,0
1389883500.0,33.446,0
1389883800.0,33.446,0
1389884100.0,33.3333,0
1389884400.0,33.5573,0
1389884700.0,33.446,0
1389885000.0,33.4427,0
1389885300.0,33.3333,0
1389885600.0,33.5587,0
1389885900.0,33.3333,0
1389886200.0,33.556,0
1389886500.0,33.3333,0
1389886800.0,33.3333,0
1389887100.0,33.5573,0
1389887400.0,33.3333,0
1389887700.0,33.554,0
1389888000.0,33.3333,0
1389888300.0,33.556,0
1389888600.0,33.3333,0
1389888900.0,33.554,0
1389889200.0,33.3333,0
1389889500.0,33.3333,0
1389889800.0,33.5587,0
1389890100.0,33.3333,0
1389890400.0,33.556,0
1389890700.0,33.3333,0
1389891000.0,33.3333,0
1389891300.0,33.672,0
1389891600.0,33.554,0
1389891900.0,33.3333,0
1389892200.0,33.4427,0
1389892500.0,34.7767,0
1389892800.0,34.452,0
1389893100.0,34.2133,0
1389893400.0,33.4427,0
1389893700.0,33.4427,0
1389894000.0,33.3333,0
1389894300.0,33.4447,0
1389894600.0,33.4427,0
1389894900.0,33.4447,0
1389895200.0,33.552,0
1389895500.0,33.4447,0
1389895800.0,33.3333,0
1389896100.0,33.552,0
1389896400.0,33.3333,0
1389896700.0,33.5573,0
1389897000.0,33.3333,0
1389897300.0,33.3333,0
1389897600.0,33.554,0
1389897900.0,33.3333,0
1389898200.0,33.554,0
1389898500.0,33.3333,0
1389898800.0,33.552,0
1389899100.0,33.3333,0
1389899400.0,33.552,0
1389899700.0,33.3333,0
1389900000.0,33.4427,0
1389900300.0,33.4447,0
1389900600.0,33.446,0
1389900900.0,33.4427,0
1389901200.0,33.3333,0
1389901500.0,33.4447,0
1389901800.0,33.446,0
1389902100.0,33.4427,0
1389902400.0,33.4447,0
1389902700.0,33.4447,0
1389903000.0,33.4427,0
1389903300.0,33.8887,0
1389903600.0,33.8833,0
1389903900.0,33.3333,0
1389904200.0,33.5573,0
1389904500.0,33.3333,0
1389904800.0,33.4447,0
1389905100.0,33.446,0
1389905400.0,33.446,0
1389905700.0,33.446,0
1389906000.0,33.4427,0
1389906300.0,33.4427,0
1389906600.0,33.446,0
1389906900.0,33.3333,0
1389907200.0,33.4447,0
1389907500.0,33.4427,0
1389907800.0,33.446,0
1389908100.0,33.446,0
1389908400.0,33.3333,0
1389908700.0,33.5573,0
1389909000.0,33.3333,0
1389909300.0,33.446,0
1389909600.0,33.446,0
1389909900.0,33.446,0
1389910200.0,33.4427,0
1389910500.0,33.446,0
1389910800.0,33.4447,0
1389911100.0,33.3333,0
1389911400.0,33.5587,0
1389911700.0,33.3333,0
1389912000.0,33.4447,0
1389912300.0,33.4427,0
1389912600.0,33.3333,0
1389912900.0,33.552,0
1389913200.0,33.4447,0
1389913500.0,33.4427,0
1389913800.0,33.3333,0
1389914100.0,33.5573,0
1389914400.0,33.3333,0
1389914700.0,33.556,0
1389915000.0,33.3333,0
1389915300.0,33.3333,0
1389915600.0,33.668,0
1389915900.0,33.3333,0
1389916200.0,33.5553,0
1389916500.0,33.3333,0
1389916800.0,33.552,0
1389917100.0,33.3333,0
1389917400.0,33.556,0
1389917700.0,33.3333,0
1389918000.0,33.556,0
1389918300.0,33.3333,0
1389918600.0,33.4447,0
1389918900.0,33.4427,0
1389919200.0,9.09091,0
1389919500.0,28.8093,0
1389919800.0,33.3333,0
1389920100.0,33.4427,0
1389920400.0,35.3187,0
1389920700.0,34.3413,0
1389921000.0,35.1113,0
1389921300.0,33.446,0
1389921600.0,33.446,0
1389921900.0,33.3333,0
1389922200.0,33.5553,0
1389922500.0,33.3333,0
1389922800.0,33.4427,0
1389923100.0,33.4447,0
1389923400.0,33.4427,0
1389923700.0,33.4447,0
1389924000.0,33.552,0
1389924300.0,33.3333,0
1389924600.0,33.4447,0
1389924900.0,33.4447,0
1389925200.0,33.446,0
1389925500.0,34.2313,0
1389925800.0,33.5553,0
1389926100.0,33.3333,0
1389926400.0,33.4447,0
1389926700.0,33.4427,0
1389927000.0,33.4447,0
1389927300.0,33.4447,0
1389927600.0,33.4447,0
1389927900.0,33.4447,0
1389928200.0,33.4427,0
1389928500.0,33.4427,0
1389928800.0,33.3333,0
1389929100.0,33.4427,0
1389929400.0,33.4427,0
1389929700.0,33.4427,0
1389930000.0,33.4447,0
1389930300.0,33.3333,0
1389930600.0,33.554,0
1389930900.0,33.3333,0
1389931200.0,33.5573,0
1389931500.0,33.3333,0
1389931800.0,33.5553,0
1389932100.0,33.3333,0
1389932400.0,33.4427,0
1389932700.0,33.4427,0
1389933000.0,33.3333,0
1389933300.0,33.5573,0
1389933600.0,33.446,0
1389933900.0,33.4447,0
1389934200.0,33.446,0
1389934500.0,33.3333,0
1389934800.0,33.5587,0
1389935100.0,33.4447,0
1389935400.0,33.4447,0
1389935700.0,33.4427,0
1389936000.0,33.446,0
1389936300.0,33.3333,0
1389936600.0,33.554,0
1389936900.0,33.3333,0
1389937200.0,35.6707,0
1389937500.0,33.4427,0
1389937800.0,33.4447,0
1389938100.0,33.446,0
1389938400.0,33.552,0
1389938700.0,33.3333,0
1389939000.0,33.554,0
1389939300.0,33.3333,0
1389939600.0,33.4447,0
1389939900.0,33.446,0
1389940200.0,33.3333,0
1389940500.0,33.556,0
1389940800.0,33.3333,0
1389941100.0,33.5573,0
1389941400.0,33.3333,0
1389941700.0,33.3333,0
1389942000.0,33.5573,0
1389942300.0,33.554,0
1389942600.0,33.3333,0
1389942900.0,33.5553,0
1389943200.0,33.3333,0
1389943500.0,33.3333,0
1389943800.0,33.554,0
1389944100.0,33.3333,0
1389944400.0,34.124,0
1389944700.0,37.664,0
1389945000.0,37.8887,0
1389945300.0,37.6533,0
1389945600.0,34.3427,0
1389945900.0,33.3333,0
1389946200.0,33.556,0
1389946500.0,33.3333,0
1389946800.0,37.6687,0
1389947100.0,38.5593,0
1389947400.0,38.328,0
1389947700.0,33.6647,0
1389948000.0,33.3333,0
1389948300.0,33.4427,0
1389948600.0,33.446,0
1389948900.0,33.4447,0
1389949200.0,33.4447,0
1389949500.0,35.588,0
1389949800.0,33.3333,0
1389950100.0,33.554,0
1389950400.0,33.3333,0
1389950700.0,35.3333,0
1389951000.0,33.5553,0
1389951300.0,33.3333,0
1389951600.0,33.554,0
1389951900.0,33.3333,0
1389952200.0,33.556,0
1389952500.0,33.4447,0
1389952800.0,33.5573,0
1389953100.0,33.3333,0
1389953400.0,33.446,0
1389953700.0,33.446,0
1389954000.0,33.3333,0
1389954300.0,33.4447,0
1389954600.0,33.446,0
1389954900.0,33.4447,0
1389955200.0,33.4447,0
1389955500.0,33.446,0
1389955800.0,33.3333,0
1389956100.0,33.4447,0
1389956400.0,33.554,0
1389956700.0,33.446,0
1389957000.0,33.3333,0
1389957300.0,33.446,0
1389957600.0,33.4427,0
1389957900.0,33.4447,0
1389958200.0,33.446,0
1389958500.0,33.3333,0
1389958800.0,33.554,0
1389959100.0,33.3333,0
1389959400.0,33.4427,0
1389959700.0,33.4447,0
1389960000.0,33.5573,0
1389960300.0,33.3333,0
1389960600.0,33.4427,0
1389960900.0,33.4447,0
1389961200.0,33.3333,0
1389961500.0,33.556,0
1389961800.0,33.3333,0
1389962100.0,33.4447,0
1389962400.0,33.4447,0
1389962700.0,33.3333,0
1389963000.0,33.556,0
1389963300.0,33.3333,0
1389963600.0,33.554,0
1389963900.0,33.3333,0
1389964200.0,33.554,0
1389964500.0,33.3333,0
1389964800.0,33.4427,0
1389965100.0,33.446,0
1389965400.0,33.3333,0
1389965700.0,33.5573,0
1389966000.0,33.4427,0
1389966300.0,33.556,0
1389966600.0,33.3333,0
1389966900.0,33.3333,0
1389967200.0,33.5573,0
1389967500.0,33.556,0
1389967800.0,33.3333,0
1389968100.0,33.554,0
1389968400.0,33.3333,0
1389968700.0,33.3333,0
1389969000.0,33.554,0
1389969300.0,33.3333,0
1389969600.0,33.5553,0
1389969900.0,33.3333,0
1389970200.0,33.4427,0
1389970500.0,33.4427,0
1389970800.0,33.4447,0
1389971100.0,33.446,0
1389971400.0,33.4447,0
1389971700.0,33.446,0
1389972000.0,33.446,0
1389972300.0,33.3333,0
1389972600.0,33.446,0
1389972900.0,33.4427,0
1389973200.0,33.4447,0
1389973500.0,33.4447,0
1389973800.0,33.4447,0
1389974100.0,33.4427,0
1389974400.0,33.4447,0
1389974700.0,33.4427,0
1389975000.0,33.4447,0
1389975300.0,33.4427,0
1389975600.0,33.3333,0
1389975900.0,33.4427,0
1389976200.0,33.4447,0
1389976500.0,33.4447,0
1389976800.0,33.4447,0
1389977100.0,33.4447,0
1389977400.0,33.4427,0
1389977700.0,33.3333,0
1389978000.0,33.5573,0
1389978300.0,33.4447,0
1389978600.0,33.446,0
1389978900.0,33.3333,0
1389979200.0,33.4447,0
1389979500.0,33.4447,0
1389979800.0,33.4427,0
1389980100.0,33.446,0
1389980400.0,33.3333,0
1389980700.0,33.556,0
1389981000.0,33.3333,0
1389981300.0,33.556,0
1389981600.0,33.4447,0
1389981900.0,33.4447,0
1389982200.0,33.446,0
1389982500.0,33.4427,0
1389982800.0,33.3333,0
1389983100.0,33.4427,0
1389983400.0,33.4427,0
1389983700.0,33.4427,0
1389984000.0,33.4427,0
1389984300.0,33.3333,0
1389984600.0,33.552,0
1389984900.0,33.3333,0
1389985200.0,33.5553,0
1389985500.0,33.4427,0
1389985800.0,33.3333,0
1389986100.0,33.5553,0
1389986400.0,33.3333,0
1389986700.0,35.6633,0
1389987000.0,33.4447,0
