d3mIndex,timestamp,value,ground_truth
0,1472918400,0.2341910677954737,0
1,1472918700,0.2366572262083881,0
2,1472919000,0.2308873461480024,0
3,1472919300,0.2174863343949876,0
4,1472919600,0.2237215273633553,0
5,1472919900,0.2047615774016069,0
6,1472920200,0.22728272215331896,0
7,1472920500,0.2156250827625339,0
8,1472920800,0.2109037077884413,0
9,1472921100,0.1972452228928657,0
10,1472921400,0.1896389078885645,0
11,1472921700,0.17914455076797628,0
12,1472922000,0.17849311269665424,0
13,1472922300,0.1742370506306488,0
14,1472922600,0.16448719416307356,0
15,1472922900,0.1557858427816863,0
16,1472923200,0.1404770481054616,0
17,1472923500,0.13919898865121388,0
18,1472923800,0.13194010728494932,0
19,1472924100,0.12451681535780974,0
20,1472924400,0.12133097298045732,0
21,1472924700,0.11879346658828535,0
22,1472925000,0.11504924872112325,0
23,1472925300,0.10455489160060856,0
24,1472925600,0.1067201476663108,0
25,1472925900,0.1065805537938321,0
26,1472926200,0.09964739146328107,0
27,1472926500,0.09099257137307032,0
28,1472926800,0.09173707202600977,0
29,1472927100,0.08789668949129886,0
30,1472927400,0.08424553420501862,0
31,1472927700,0.07993983876274598,0
32,1472928000,0.08084874997624515,0
33,1472928300,0.07798552454825458,0
34,1472928600,0.07575202258943628,0
35,1472928900,0.07114542479911083,0
36,1472929200,0.07014655308971539,0
37,1472929500,0.06628445595338019,0
38,1472929800,0.06612004539176967,0
39,1472930100,0.06740120693278934,0
40,1472930400,0.06663188959092824,0
41,1472930700,0.06670323757039591,0
42,1472931000,0.06460932948426648,0
43,1472931300,0.06188569792791392,0
44,1472931600,0.06614486208069137,0
45,1472931900,0.060979888800661325,0
46,1472932200,0.05534960261306958,0
47,1472932500,0.056348474322465,0
48,1472932800,0.05169534524159355,0
49,1472933100,0.05523172334305584,0
50,1472933400,0.05069647353219808,0
51,1472933700,0.05376753872504785,0
52,1472934000,0.05262597105776784,0
53,1472934300,0.051766693220010436,0
54,1472934600,0.0526042564550927,0
55,1472934900,0.05111525514921381,0
56,1472935200,0.04916094093472242,0
57,1472935500,0.051068723858667835,0
58,1472935800,0.04848468617500415,0
59,1472936100,0.04664825123157725,0
60,1472936400,0.047554060358829836,0
61,1472936700,0.050392469098949545,0
62,1472937000,0.04843815488445812,0
63,1472937300,0.050277691914131575,0
64,1472937600,0.0480659045579884,0
65,1472937900,0.050439000389495565,0
66,1472938200,0.051881470404828385,0
67,1472938500,0.053488350980720974,0
68,1472938800,0.05530307132147276,0
69,1472939100,0.05507041486769188,0
70,1472939400,0.05767616715297993,0
71,1472939700,0.05699991239326159,0
72,1472940000,0.06507464239182821,0
73,1472940300,0.06802782831571506,0
74,1472940600,0.07072664318209511,0
75,1472940900,0.07163555439559427,0
76,1472941200,0.07575202258943628,0
77,1472941500,0.07949934254305513,0
78,1472941800,0.08068433941568542,0
79,1472942100,0.08666516132707176,0
80,1472942400,0.08789668949129886,0
81,1472942700,0.0995077975908024,0
82,1472943000,0.08950357006719148,0
83,1472943300,0.09424976172936513,0
84,1472943600,0.10567164258001767,0
85,1472943900,0.1096981502780685,0
86,1472944200,0.11004558391614194,0
87,1472944500,0.1198171549860771,0
88,1472944800,0.1272869782039728,0
89,1472945100,0.1268681965867469,0
90,1472945400,0.1321944783414053,0
91,1472945700,0.13803570638094345,0
92,1472946000,0.13259154535627132,0
93,1472946300,0.15115753038921115,0
94,1472946600,0.16176666469370315,0
95,1472946900,0.15413553300096888,0
96,1472947200,0.1626042279283651,0
97,1472947500,0.17211832585580786,0
98,1472947800,0.1813098068336785,0
99,1472948100,0.18852215690913435,0
100,1472948400,0.18910224700123035,0
101,1472948700,0.1911744404852731,0
102,1472949000,0.20548126136611847,0
103,1472949300,0.21304414716564216,0
104,1472949600,0.2139499562934202,0
105,1472949900,0.2335861610150129,0
106,1472950200,0.2308873461480024,0
107,1472950500,0.23989270196263826,0
108,1472950800,0.249825581507412,0
109,1472951100,0.25701621698056043,0
110,1472951400,0.283957834359174,0
111,1472951700,0.2877734002054886,0
112,1472952000,0.2835855840327043,0
113,1472952300,0.28698236826179296,0
114,1472952600,0.2966143454592494,0
115,1472952900,0.29135630959781217,0
116,1472953200,0.2982894719284682,0
117,1472953500,0.3127824179727061,0
118,1472953800,0.3146684862929256,0
119,1472954100,0.3177395514868261,0
120,1472954400,0.32590424198023826,0
121,1472954700,0.3434713553048334,0
122,1472955000,0.3420505998911249,0
123,1472955300,0.34105172818172946,0
124,1472955600,0.3467502602635932,0
125,1472955900,0.3354679732846837,0
126,1472956200,0.3485897972932667,0
127,1472956500,0.3605235223429727,0
128,1472956800,0.3477987653497812,0
129,1472957100,0.35656836262449465,0
130,1472957400,0.3573128632774341,0
131,1472957700,0.3601760887043739,0
132,1472958000,0.3532181096862672,0
133,1472958300,0.3606631162156615,0
134,1472958600,0.3582683057814793,0
135,1472958900,0.3531715783946704,0
136,1472959200,0.34367919506969263,0
137,1472959500,0.34230807303382743,0
138,1472959800,0.3498678567480398,0
139,1472960100,0.3461701701712135,0
140,1472960400,0.3603373971797377,0
141,1472960700,0.3456800405747301,0
142,1472961000,0.35352211411951584,0
143,1472961300,0.3489155163291903,0
144,1472961600,0.35735939456798005,0
145,1472961900,0.3485432660027206,0
146,1472962200,0.3590810523276399,0
147,1472962500,0.3799736019015408,0
148,1472962800,0.3898847668435343,0
149,1472963100,0.40377590819292747,0
150,1472963400,0.3983069304796489,0
151,1472963700,0.3898630522408592,0
152,1472964000,0.3988435913677291,0
153,1472964300,0.3967962145721458,0
154,1472964600,0.3949349629397971,0
155,1472964900,0.387651264884716,0
156,1472965200,0.3865345139053069,0
157,1472965500,0.38223192054823,0
158,1472965800,0.37371669432997257,0
159,1472966100,0.3829050732227525,0
160,1472966400,0.3698763117952617,0
161,1472966700,0.3758571337076988,0
162,1472967000,0.38027760633478935,0
163,1472967300,0.3706456291371228,0
164,1472967600,0.3602691512865167,0
165,1472967900,0.3663647503827209,0
166,1472968200,0.3622699967915541,0
167,1472968500,0.3633619310820416,0
168,1472968800,0.3493560125488812,0
169,1472969100,0.3407260091468566,0
170,1472969400,0.3592919941797964,0
171,1472969700,0.3604087451592055,0
172,1472970000,0.3485184493137989,0
173,1472970300,0.3541270208997664,0
174,1472970600,0.35033316965560146,0
175,1472970900,0.3434713553048334,0
176,1472971200,0.3510311390179949,0
177,1472971500,0.3448424773396478,0
178,1472971800,0.3598038383779041,0
179,1472972100,0.354778458970563,0
180,1472972400,0.3541022042108447,0
181,1472972700,0.3407477237484809,0
182,1472973000,0.35172910838038834,0
183,1472973300,0.3374688187897212,0
184,1472973600,0.3297198078270782,0
185,1472973900,0.3380737255699717,0
186,1472974200,0.34004975438713825,0
187,1472974500,0.3407942550400777,0
188,1472974800,0.34167834956465515,0
189,1472975100,0.3286278735365908,0
190,1472975400,0.3286961194298119,0
191,1472975700,0.3417714121467981,0
192,1472976000,0.3315593448567517,0
193,1472976300,0.3353749107035917,0
194,1472976600,0.33134840300564594,0
195,1472976900,0.33556103586682656,0
196,1472977200,0.3421436624732677,0
197,1472977500,0.33544315659681284,0
198,1472977800,0.33946966429475856,0
199,1472978100,0.3381667881521145,0
200,1472978400,0.3359332861932963,0
201,1472978700,0.3310226839697223,0
202,1472979000,0.32127592958828843,0
203,1472979300,0.31790085996113937,0
204,1472979600,0.32658049674100736,0
205,1472979900,0.3228114621847134,0
206,1472980200,0.3274180599750388,0
207,1472980500,0.3183196415792059,0
208,1472980800,0.32174124249585023,0
209,1472981100,0.3232302438017291,0
210,1472981400,0.3101549510847429,0
211,1472981700,0.31431795056913103,0
212,1472982000,0.30587407233034125,0
213,1472982300,0.31038760753852385,0
214,1472982600,0.3069908233097504,0
215,1472982900,0.3000328442908031,0
216,1472983200,0.3029643156116996,0
217,1472983500,0.30985094665149443,0
218,1472983800,0.29945275419863354,0
219,1472984100,0.29628862642364096,0
220,1472984400,0.2977776277295198,0
221,1472984700,0.2976380338571463,0
222,1472985000,0.3040810665912138,0
223,1472985300,0.2956371883523189,0
224,1472985600,0.2983577178215843,0
225,1472985900,0.2968470019133456,0
226,1472986200,0.2871219621341666,0
227,1472986500,0.29147108678178946,0
