,timestamp,value,label
0,2015-07-10 14:24:00,564,0
1,2015-07-10 14:38:00,730,0
2,2015-07-10 14:48:00,770,0
3,2015-07-10 15:03:00,910,0
4,2015-07-10 15:22:00,1035,0
5,2015-07-10 15:32:00,1065,0
6,2015-07-10 15:42:00,953,0
7,2015-07-10 15:52:00,1005,0
8,2015-07-10 16:02:00,996,0
9,2015-07-10 16:12:00,901,0
10,2015-07-10 16:22:00,939,0
11,2015-07-10 16:32:00,988,0
12,2015-07-10 16:42:00,1020,0
13,2015-07-10 16:52:00,876,0
14,2015-07-10 17:02:00,870,0
15,2015-07-10 17:12:00,809,0
16,2015-07-10 17:22:00,884,0
17,2015-07-10 17:32:00,926,0
18,2015-07-10 17:42:00,829,0
19,2015-07-10 18:02:00,712,0
20,2015-07-10 18:12:00,624,0
21,2015-07-10 18:22:00,632,0
22,2015-07-10 18:32:00,596,0
23,2015-07-10 18:42:00,510,0
24,2015-07-10 18:52:00,526,0
25,2015-07-10 19:32:00,99,0
26,2015-07-10 19:42:00,85,0
27,2015-07-10 20:02:00,85,0
28,2015-07-10 20:12:00,87,0
29,2015-07-10 20:22:00,93,0
30,2015-07-10 20:42:00,57,0
31,2015-07-10 21:32:00,101,0
32,2015-07-11 10:10:00,177,0
33,2015-07-11 10:30:00,221,0
34,2015-07-11 11:00:00,332,0
35,2015-07-11 11:10:00,338,0
36,2015-07-11 11:20:00,263,0
37,2015-07-11 11:30:00,304,0
38,2015-07-11 11:40:00,358,0
39,2015-07-11 11:50:00,385,0
40,2015-07-11 12:00:00,397,0
41,2015-07-11 12:10:00,426,0
42,2015-07-11 12:20:00,461,0
43,2015-07-11 12:28:00,418,0
44,2015-07-11 12:38:00,448,0
45,2015-07-11 12:43:00,432,0
46,2015-07-11 12:53:00,416,0
47,2015-07-11 12:57:00,425,0
48,2015-07-11 13:07:00,439,0
49,2015-07-11 13:09:00,423,0
50,2015-07-11 13:19:00,370,0
51,2015-07-11 13:29:00,404,0
52,2015-07-11 13:39:00,387,0
53,2015-07-11 14:41:00,185,0
54,2015-07-11 15:01:00,184,0
55,2015-07-11 16:53:00,104,0
56,2015-07-11 17:02:00,108,0
57,2015-07-11 17:13:00,121,0
58,2015-07-11 17:23:00,120,0
59,2015-07-11 17:33:00,127,0
60,2015-07-11 18:23:00,52,0
61,2015-07-12 10:56:00,93,0
62,2015-07-12 12:36:00,151,0
63,2015-07-12 12:46:00,161,0
64,2015-07-12 12:56:00,160,0
65,2015-07-12 13:36:00,177,0
66,2015-07-12 15:26:00,193,0
67,2015-07-12 19:13:00,119,0
68,2015-07-13 09:15:00,143,0
69,2015-07-13 09:45:00,151,0
70,2015-07-13 12:07:00,138,0
71,2015-07-13 12:37:00,143,0
72,2015-07-13 12:47:00,146,0
73,2015-07-13 14:37:00,173,0
74,2015-07-13 15:27:00,226,0
75,2015-07-13 15:57:00,206,0
76,2015-07-13 16:07:00,243,0
77,2015-07-13 16:27:00,238,0
78,2015-07-13 16:47:00,294,0
79,2015-07-13 17:07:00,226,0
80,2015-07-13 17:17:00,209,0
81,2015-07-13 17:57:00,222,0
82,2015-07-13 18:06:00,136,0
83,2015-07-13 18:46:00,129,0
84,2015-07-13 18:56:00,133,0
85,2015-07-14 09:10:00,182,0
86,2015-07-14 09:40:00,253,0
87,2015-07-14 09:50:00,218,0
88,2015-07-14 10:10:00,216,0
89,2015-07-14 10:20:00,203,0
90,2015-07-14 13:11:00,143,0
91,2015-07-14 14:01:00,103,0
92,2015-07-14 14:41:00,162,0
93,2015-07-14 14:51:00,180,0
94,2015-07-14 15:01:00,223,0
95,2015-07-14 15:11:00,282,0
96,2015-07-14 15:21:00,262,0
97,2015-07-14 15:51:00,289,0
98,2015-07-14 16:01:00,260,0
99,2015-07-14 16:09:00,271,0
100,2015-07-14 16:19:00,248,0
101,2015-07-14 16:25:00,234,0
102,2015-07-14 17:05:00,309,0
103,2015-07-14 17:07:00,319,0
104,2015-07-14 17:27:00,266,0
105,2015-07-14 17:57:00,207,0
106,2015-07-14 18:17:00,198,0
107,2015-07-14 18:47:00,223,0
108,2015-07-14 18:57:00,250,0
109,2015-07-14 19:17:00,193,0
110,2015-07-15 09:37:00,144,0
111,2015-07-15 11:37:00,121,0
112,2015-07-15 12:54:00,104,0
113,2015-07-15 14:54:00,161,0
114,2015-07-15 15:34:00,178,0
115,2015-07-15 16:14:00,161,0
116,2015-07-15 16:54:00,204,0
117,2015-07-15 17:04:00,195,0
118,2015-07-15 17:24:00,189,0
119,2015-07-15 17:44:00,214,0
120,2015-07-15 18:04:00,204,0
121,2015-07-15 18:34:00,220,0
122,2015-07-15 18:44:00,219,0
123,2015-07-16 11:44:00,154,0
124,2015-07-16 14:19:00,118,0
125,2015-07-16 14:29:00,124,0
126,2015-07-16 14:59:00,174,0
127,2015-07-16 15:09:00,232,0
128,2015-07-16 15:19:00,316,0
129,2015-07-16 15:29:00,340,0
130,2015-07-16 15:39:00,398,0
131,2015-07-16 15:49:00,401,0
132,2015-07-16 15:50:00,392,0
133,2015-07-16 16:09:00,349,0
134,2015-07-16 16:29:00,388,0
135,2015-07-16 16:39:00,345,0
136,2015-07-16 16:49:00,363,0
137,2015-07-16 16:59:00,516,0
138,2015-07-16 17:09:00,460,0
139,2015-07-16 17:19:00,411,0
140,2015-07-16 17:29:00,413,0
141,2015-07-16 17:39:00,331,0
142,2015-07-16 17:49:00,367,0
143,2015-07-16 17:59:00,330,0
144,2015-07-16 18:09:00,288,0
145,2015-07-16 18:19:00,293,0
146,2015-07-16 18:59:00,225,0
147,2015-07-16 19:19:00,226,0
148,2015-07-16 19:29:00,200,0
149,2015-07-16 19:49:00,203,0
150,2015-07-16 20:09:00,197,0
151,2015-07-17 18:11:00,1185,0
152,2015-07-17 18:21:00,1081,0
153,2015-07-17 18:31:00,1174,0
154,2015-07-17 18:45:00,1336,0
155,2015-07-17 18:55:00,1174,0
156,2015-07-17 19:05:00,839,0
157,2015-07-17 19:15:00,657,0
158,2015-07-17 19:25:00,507,0
159,2015-07-17 19:35:00,274,0
160,2015-07-17 19:45:00,241,0
161,2015-07-17 19:55:00,187,0
162,2015-07-17 20:05:00,165,0
163,2015-07-17 20:25:00,86,0
164,2015-07-17 20:55:00,93,0
165,2015-07-18 03:56:00,57,0
166,2015-07-18 04:56:00,93,0
167,2015-07-18 10:06:00,131,0
168,2015-07-18 10:16:00,123,0
169,2015-07-18 11:26:00,109,0
170,2015-07-18 11:46:00,118,0
171,2015-07-18 11:56:00,128,0
172,2015-07-18 12:36:00,246,0
173,2015-07-18 12:46:00,231,0
174,2015-07-18 13:46:00,309,0
175,2015-07-18 14:36:00,217,0
176,2015-07-18 16:26:00,87,0
177,2015-07-18 16:56:00,85,0
178,2015-07-18 17:16:00,79,0
179,2015-07-18 18:56:00,73,0
180,2015-07-18 19:16:00,92,0
181,2015-07-19 10:53:00,97,0
182,2015-07-19 11:25:00,96,0
183,2015-07-19 12:35:00,172,0
184,2015-07-19 12:45:00,179,0
185,2015-07-19 13:05:00,178,0
186,2015-07-19 13:25:00,183,0
187,2015-07-19 13:45:00,150,0
188,2015-07-19 14:55:00,174,0
189,2015-07-19 15:45:00,166,0
190,2015-07-19 16:35:00,161,0
191,2015-07-19 16:45:00,151,0
192,2015-07-19 16:55:00,169,0
193,2015-07-20 06:05:00,94,0
194,2015-07-20 06:15:00,99,0
195,2015-07-20 07:55:00,134,0
196,2015-07-20 09:55:00,152,0
197,2015-07-20 10:15:00,153,0
198,2015-07-20 10:55:00,132,0
199,2015-07-20 11:35:00,134,0
200,2015-07-20 11:51:00,141,0
201,2015-07-21 00:50:00,23,0
202,2015-07-21 01:00:00,21,0
203,2015-07-21 01:10:00,95,0
204,2015-07-21 01:20:00,90,0
205,2015-07-21 01:50:00,89,0
206,2015-07-21 03:00:00,90,0
207,2015-07-21 03:10:00,103,0
208,2015-07-21 03:30:00,67,0
209,2015-07-21 04:30:00,24,0
210,2015-07-21 04:40:00,53,0
211,2015-07-21 09:00:00,197,0
212,2015-07-21 09:10:00,202,0
213,2015-07-21 11:20:00,120,0
214,2015-07-21 13:20:00,139,0
215,2015-07-21 13:30:00,215,0
216,2015-07-21 13:40:00,196,0
217,2015-07-21 14:10:00,229,0
218,2015-07-21 14:20:00,173,0
219,2015-07-21 14:40:00,178,0
220,2015-07-21 14:50:00,198,0
221,2015-07-21 15:00:00,192,0
222,2015-07-21 15:30:00,316,0
223,2015-07-21 15:50:00,263,0
224,2015-07-21 16:00:00,250,0
225,2015-07-21 16:20:00,237,0
226,2015-07-21 16:30:00,302,0
227,2015-07-21 16:40:00,292,0
228,2015-07-21 17:00:00,318,0
229,2015-07-21 17:10:00,294,0
230,2015-07-21 17:20:00,245,0
231,2015-07-21 17:40:00,246,0
232,2015-07-21 18:00:00,252,0
233,2015-07-21 18:10:00,211,0
234,2015-07-21 18:30:00,218,0
235,2015-07-21 19:00:00,150,0
236,2015-07-22 00:04:00,87,0
237,2015-07-22 00:14:00,96,0
238,2015-07-22 01:44:00,56,0
239,2015-07-22 02:24:00,116,0
240,2015-07-22 03:44:00,95,0
241,2015-07-22 03:54:00,87,0
242,2015-07-22 04:14:00,86,0
243,2015-07-22 04:24:00,32,0
244,2015-07-22 04:34:00,28,0
245,2015-07-22 04:44:00,29,0
246,2015-07-22 04:54:00,12,0
247,2015-07-22 05:04:00,12,0
248,2015-07-22 05:14:00,12,0
249,2015-07-22 09:04:00,147,0
250,2015-07-22 09:14:00,140,0
251,2015-07-22 14:43:00,161,0
252,2015-07-22 14:53:00,183,0
253,2015-07-22 15:03:00,224,0
254,2015-07-22 15:43:00,325,0
255,2015-07-22 16:23:00,288,0
256,2015-07-22 16:33:00,263,0
257,2015-07-22 16:53:00,320,0
258,2015-07-22 17:03:00,365,0
259,2015-07-22 17:13:00,331,0
260,2015-07-22 17:23:00,316,0
261,2015-07-22 17:53:00,369,0
262,2015-07-22 18:03:00,303,0
263,2015-07-22 18:13:00,267,0
264,2015-07-22 18:23:00,232,0
265,2015-07-22 18:33:00,241,0
266,2015-07-22 19:03:00,237,0
267,2015-07-22 19:13:00,196,0
268,2015-07-22 19:23:00,137,0
269,2015-07-23 03:55:00,2858,0
270,2015-07-23 04:15:00,2781,0
271,2015-07-23 04:24:00,2891,0
272,2015-07-23 11:55:00,123,0
273,2015-07-23 12:05:00,236,0
274,2015-07-23 12:25:00,314,0
275,2015-07-23 14:35:00,256,0
276,2015-07-23 14:45:00,267,0
277,2015-07-23 14:55:00,275,0
278,2015-07-23 15:15:00,370,0
279,2015-07-23 15:35:00,362,0
280,2015-07-23 15:45:00,340,0
281,2015-07-23 15:55:00,320,0
282,2015-07-23 16:05:00,221,0
283,2015-07-23 16:15:00,265,0
284,2015-07-23 16:25:00,248,0
285,2015-07-23 16:55:00,316,0
286,2015-07-23 17:05:00,342,0
287,2015-07-23 17:15:00,321,0
288,2015-07-23 17:25:00,319,0
289,2015-07-23 17:45:00,335,0
290,2015-07-23 17:55:00,317,0
291,2015-07-23 18:15:00,328,0
292,2015-07-23 18:25:00,306,0
293,2015-07-23 18:35:00,305,0
294,2015-07-23 18:45:00,269,0
295,2015-07-23 18:55:00,273,0
296,2015-07-23 19:05:00,261,0
297,2015-07-23 19:15:00,238,0
298,2015-07-23 19:25:00,208,0
