4.000000000000000000e+00,2.200000000000000000e+01
4.400000000000000000e+01,-2.400000000000000000e+01
1.500000000000000000e+02,-1.520000000000000000e+02
2.770000000000000000e+02,-2.480000000000000000e+02
1.490000000000000000e+02,-1.210000000000000000e+02
1.020000000000000000e+02,6.000000000000000000e+00
-2.600000000000000000e+01,8.600000000000000000e+01
-7.000000000000000000e+01,1.620000000000000000e+02
8.000000000000000000e+00,2.180000000000000000e+02
2.800000000000000000e+01,3.180000000000000000e+02
1.000000000000000000e+01,3.680000000000000000e+02
-4.000000000000000000e+00,2.860000000000000000e+02
1.800000000000000000e+01,1.580000000000000000e+02
-5.600000000000000000e+01,3.000000000000000000e+01
-6.400000000000000000e+01,-1.200000000000000000e+01
-8.000000000000000000e+01,-8.000000000000000000e+00
-8.600000000000000000e+01,-1.800000000000000000e+01
-1.000000000000000000e+02,-1.000000000000000000e+01
-9.200000000000000000e+01,-1.600000000000000000e+01
-9.600000000000000000e+01,-2.000000000000000000e+01
-1.040000000000000000e+02,-1.400000000000000000e+01
-1.080000000000000000e+02,-2.200000000000000000e+01
-1.140000000000000000e+02,-2.600000000000000000e+01
-1.180000000000000000e+02,-2.400000000000000000e+01
-1.360000000000000000e+02,-2.800000000000000000e+01
-1.320000000000000000e+02,-4.400000000000000000e+01
-1.400000000000000000e+02,-3.600000000000000000e+01
-1.320000000000000000e+02,-4.200000000000000000e+01
-1.620000000000000000e+02,-5.200000000000000000e+01
-1.600000000000000000e+02,-5.800000000000000000e+01
-1.520000000000000000e+02,-6.800000000000000000e+01
-1.600000000000000000e+02,-7.800000000000000000e+01
-1.620000000000000000e+02,-8.400000000000000000e+01
-1.460000000000000000e+02,-9.000000000000000000e+01
-1.220000000000000000e+02,-9.400000000000000000e+01
-1.080000000000000000e+02,-1.000000000000000000e+02
-9.000000000000000000e+01,-9.800000000000000000e+01
-3.800000000000000000e+01,-1.020000000000000000e+02
-2.400000000000000000e+01,-8.400000000000000000e+01
2.000000000000000000e+00,-7.400000000000000000e+01
3.000000000000000000e+01,-6.600000000000000000e+01
4.200000000000000000e+01,-5.400000000000000000e+01
7.200000000000000000e+01,-4.000000000000000000e+01
5.800000000000000000e+01,-2.400000000000000000e+01
7.200000000000000000e+01,-1.600000000000000000e+01
7.400000000000000000e+01,-4.000000000000000000e+00
7.800000000000000000e+01,-4.000000000000000000e+00
6.600000000000000000e+01,1.200000000000000000e+01
6.800000000000000000e+01,1.200000000000000000e+01
5.400000000000000000e+01,1.000000000000000000e+01
5.200000000000000000e+01,1.800000000000000000e+01
4.800000000000000000e+01,2.400000000000000000e+01
4.600000000000000000e+01,1.400000000000000000e+01
5.000000000000000000e+01,2.400000000000000000e+01
4.600000000000000000e+01,2.000000000000000000e+01
3.600000000000000000e+01,2.200000000000000000e+01
4.000000000000000000e+01,2.600000000000000000e+01
3.800000000000000000e+01,2.400000000000000000e+01
4.200000000000000000e+01,2.400000000000000000e+01
3.600000000000000000e+01,2.200000000000000000e+01
3.000000000000000000e+01,2.400000000000000000e+01
4.400000000000000000e+01,1.800000000000000000e+01
2.800000000000000000e+01,1.800000000000000000e+01
3.600000000000000000e+01,2.000000000000000000e+01
2.400000000000000000e+01,1.400000000000000000e+01
2.800000000000000000e+01,1.400000000000000000e+01
2.800000000000000000e+01,1.800000000000000000e+01
3.600000000000000000e+01,6.000000000000000000e+00
1.600000000000000000e+01,1.200000000000000000e+01
1.600000000000000000e+01,1.000000000000000000e+01
2.200000000000000000e+01,6.000000000000000000e+00
2.400000000000000000e+01,1.400000000000000000e+01
2.000000000000000000e+00,2.400000000000000000e+01
5.200000000000000000e+01,2.200000000000000000e+01
5.000000000000000000e+01,4.400000000000000000e+01
5.200000000000000000e+01,3.800000000000000000e+01
5.400000000000000000e+01,3.000000000000000000e+01
3.800000000000000000e+01,3.000000000000000000e+01
2.600000000000000000e+01,8.000000000000000000e+00
2.200000000000000000e+01,0.000000000000000000e+00
6.000000000000000000e+00,2.000000000000000000e+00
1.600000000000000000e+01,4.000000000000000000e+00
2.000000000000000000e+00,-2.000000000000000000e+00
-2.000000000000000000e+00,-2.000000000000000000e+00
-1.400000000000000000e+01,-1.000000000000000000e+01
8.000000000000000000e+00,1.000000000000000000e+01
1.000000000000000000e+01,4.000000000000000000e+00
2.000000000000000000e+00,1.200000000000000000e+01
-2.000000000000000000e+00,-2.000000000000000000e+00
-4.000000000000000000e+00,4.000000000000000000e+00
-2.000000000000000000e+00,8.000000000000000000e+00
8.000000000000000000e+00,8.000000000000000000e+00
-1.800000000000000000e+01,1.000000000000000000e+01
-6.000000000000000000e+00,6.000000000000000000e+00
1.200000000000000000e+01,4.000000000000000000e+00
-2.000000000000000000e+00,1.200000000000000000e+01
6.000000000000000000e+00,4.600000000000000000e+01
