timestamp,value,label,KPI ID
1472918400,0.2341910677954737,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472918700,0.2366572262083881,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472919000,0.2308873461480024,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472919300,0.2174863343949876,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472919600,0.2237215273633553,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472919900,0.2047615774016069,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472920200,0.22728272215331896,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472920500,0.2156250827625339,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472920800,0.2109037077884413,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472921100,0.1972452228928657,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472921400,0.1896389078885645,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472921700,0.17914455076797628,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472922000,0.17849311269665424,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472922300,0.1742370506306488,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472922600,0.16448719416307356,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472922900,0.1557858427816863,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472923200,0.1404770481054616,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472923500,0.13919898865121388,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472923800,0.13194010728494932,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472924100,0.12451681535780974,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472924400,0.12133097298045732,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472924700,0.11879346658828535,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472925000,0.11504924872112325,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472925300,0.10455489160060856,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472925600,0.1067201476663108,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472925900,0.1065805537938321,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472926200,0.09964739146328107,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472926500,0.09099257137307032,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472926800,0.09173707202600977,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472927100,0.08789668949129886,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472927400,0.08424553420501862,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472927700,0.07993983876274598,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472928000,0.08084874997624515,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472928300,0.07798552454825458,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472928600,0.07575202258943628,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472928900,0.07114542479911083,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472929200,0.07014655308971539,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472929500,0.06628445595338019,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472929800,0.06612004539176967,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472930100,0.06740120693278934,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472930400,0.06663188959092824,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472930700,0.06670323757039591,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472931000,0.06460932948426648,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472931300,0.06188569792791392,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472931600,0.06614486208069137,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472931900,0.060979888800661325,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472932200,0.05534960261306958,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472932500,0.056348474322464995,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472932800,0.05169534524159355,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472933100,0.05523172334305584,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472933400,0.05069647353219808,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472933700,0.05376753872504785,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472934000,0.05262597105776784,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472934300,0.051766693220010436,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472934600,0.0526042564550927,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472934900,0.05111525514921381,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472935200,0.04916094093472242,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472935500,0.051068723858667835,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472935800,0.04848468617500415,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472936100,0.04664825123157725,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472936400,0.047554060358829836,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472936700,0.050392469098949545,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472937000,0.04843815488445812,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472937300,0.050277691914131575,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472937600,0.0480659045579884,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472937900,0.050439000389495565,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
1472938200,0.05188147040482839,0,0efb375b-b902-3661-ab23-9a0bb799f4e3
